part_id,date,quantity
STR002,2026-02-27,1
TRN002,2026-02-27,2
TRN003,2026-02-27,1
BRK001,2026-02-28,7
BRK002,2026-02-28,4
ELE001,2026-02-28,4
ELE002,2026-02-28,3
ENG001,2026-02-28,2
ENG002,2026-02-28,6
ENG003,2026-02-28,4
ENG004,2026-02-28,2
FST002,2026-02-28,6
FST003,2026-02-28,4
FST004,2026-02-28,4
HYD001,2026-02-28,1
HYD002,2026-02-28,1
HYD003,2026-02-28,5
MNT001,2026-02-28,2
MNT002,2026-02-28,4
MNT003,2026-02-28,4
BRK001,2026-03-01,6
BRK002,2026-03-01,3
BRK003,2026-03-01,1
ELE001,2026-03-01,3
ELE002,2026-03-01,2
ENG001,2026-03-01,2
ENG002,2026-03-01,5
ENG003,2026-03-01,3
ENG004,2026-03-01,1
FST002,2026-03-01,6
FST003,2026-03-01,8
FST004,2026-03-01,4
HYD003,2026-03-01,4
MNT002,2026-03-01,4
MNT003,2026-03-01,4
TRN001,2026-03-01,1
TRN002,2026-03-01,2
BRK001,2026-03-02,5
BRK002,2026-03-02,3
BRK003,2026-03-02,1
ELE001,2026-03-02,4
ELE002,2026-03-02,4
ELE003,2026-03-02,1
ENG001,2026-03-02,2
ENG002,2026-03-02,3
ENG003,2026-03-02,3
ENG004,2026-03-02,2
FST001,2026-03-02,3
FST002,2026-03-02,5
FST003,2026-03-02,8
FST004,2026-03-02,3
HYD003,2026-03-02,6
HYD004,2026-03-02,2
MNT001,2026-03-02,4
MNT002,2026-03-02,3
MNT003,2026-03-02,2
MNT004,2026-03-02,1
TRN002,2026-03-02,1
TRN003,2026-03-02,2
BRK001,2026-03-03,4
BRK002,2026-03-03,3
BRK003,2026-03-03,1
ELE002,2026-03-03,2
ELE003,2026-03-03,1
ENG001,2026-03-03,4
ENG002,2026-03-03,4
ENG003,2026-03-03,4
FST001,2026-03-03,2
FST002,2026-03-03,5
FST003,2026-03-03,8
HYD002,2026-03-03,2
HYD003,2026-03-03,3
MNT001,2026-03-03,2
MNT002,2026-03-03,5
MNT003,2026-03-03,4
TRN002,2026-03-03,2
TRN003,2026-03-03,2
BRK001,2026-03-04,4
BRK002,2026-03-04,3
ELE001,2026-03-04,3
ELE002,2026-03-04,2
ENG001,2026-03-04,3
ENG002,2026-03-04,3
ENG003,2026-03-04,5
ENG004,2026-03-04,1
FST001,2026-03-04,3
FST002,2026-03-04,5
FST003,2026-03-04,4
FST004,2026-03-04,4
HYD001,2026-03-04,2
HYD004,2026-03-04,1
MNT001,2026-03-04,2
MNT002,2026-03-04,5
MNT003,2026-03-04,2
TRN003,2026-03-04,3
BRK001,2026-03-05,4
BRK002,2026-03-05,3
ELE001,2026-03-05,2
ENG001,2026-03-05,4
ENG002,2026-03-05,5
ENG003,2026-03-05,4
FST001,2026-03-05,2
FST002,2026-03-05,4
FST003,2026-03-05,5
FST004,2026-03-05,3
HYD002,2026-03-05,1
HYD003,2026-03-05,5
HYD004,2026-03-05,1
MNT001,2026-03-05,3
MNT003,2026-03-05,4
MNT004,2026-03-05,1
TRN001,2026-03-05,2
TRN002,2026-03-05,1
BRK001,2026-03-06,4
BRK002,2026-03-06,4
ELE001,2026-03-06,2
ELE004,2026-03-06,1
ENG001,2026-03-06,5
ENG002,2026-03-06,6
ENG003,2026-03-06,4
FST001,2026-03-06,2
FST002,2026-03-06,4
FST003,2026-03-06,6
FST004,2026-03-06,3
HYD001,2026-03-06,1
HYD003,2026-03-06,3
MNT001,2026-03-06,3
MNT003,2026-03-06,2
TRN002,2026-03-06,2
TRN003,2026-03-06,3
BRK001,2026-03-07,6
BRK002,2026-03-07,4
ELE001,2026-03-07,2
ENG001,2026-03-07,3
ENG002,2026-03-07,5
ENG003,2026-03-07,4
ENG004,2026-03-07,2
FST001,2026-03-07,3
FST002,2026-03-07,6
FST003,2026-03-07,8
FST004,2026-03-07,3
HYD002,2026-03-07,2
HYD003,2026-03-07,5
HYD004,2026-03-07,3
MNT001,2026-03-07,4
MNT002,2026-03-07,3
MNT003,2026-03-07,2
STR002,2026-03-07,1
TRN003,2026-03-07,3
BRK001,2026-03-08,5
BRK002,2026-03-08,3
ELE001,2026-03-08,2
ELE002,2026-03-08,3
ENG001,2026-03-08,5
ENG002,2026-03-08,5
ENG003,2026-03-08,5
ENG004,2026-03-08,1
FST001,2026-03-08,3
FST002,2026-03-08,4
FST003,2026-03-08,8
FST004,2026-03-08,3
HYD001,2026-03-08,1
HYD003,2026-03-08,4
MNT002,2026-03-08,3
MNT003,2026-03-08,3
STR001,2026-03-08,1
BRK001,2026-03-09,4
BRK002,2026-03-09,4
BRK003,2026-03-09,2
ELE002,2026-03-09,4
ENG001,2026-03-09,4
ENG002,2026-03-09,3
ENG003,2026-03-09,5
FST001,2026-03-09,4
FST002,2026-03-09,4
FST003,2026-03-09,8
FST004,2026-03-09,3
HYD001,2026-03-09,2
HYD002,2026-03-09,1
HYD003,2026-03-09,5
MNT001,2026-03-09,4
MNT002,2026-03-09,3
MNT003,2026-03-09,3
MNT004,2026-03-09,2
TRN001,2026-03-09,2
BRK001,2026-03-10,7
BRK002,2026-03-10,5
BRK003,2026-03-10,1
ELE001,2026-03-10,2
ELE002,2026-03-10,3
ENG001,2026-03-10,4
ENG002,2026-03-10,4
ENG003,2026-03-10,3
ENG004,2026-03-10,2
FST001,2026-03-10,2
FST002,2026-03-10,5
FST003,2026-03-10,4
FST004,2026-03-10,3
HYD001,2026-03-10,2
HYD003,2026-03-10,6
MNT001,2026-03-10,4
MNT002,2026-03-10,3
TRN003,2026-03-10,3
BRK001,2026-03-11,7
BRK002,2026-03-11,5
ELE001,2026-03-11,2
ENG001,2026-03-11,2
ENG002,2026-03-11,4
ENG003,2026-03-11,4
FST001,2026-03-11,5
FST002,2026-03-11,5
FST003,2026-03-11,4
FST004,2026-03-11,2
HYD001,2026-03-11,1
HYD003,2026-03-11,3
HYD004,2026-03-11,3
MNT002,2026-03-11,4
MNT003,2026-03-11,3
TRN002,2026-03-11,2
TRN003,2026-03-11,3
BRK001,2026-03-12,4
BRK002,2026-03-12,5
ELE002,2026-03-12,2
ENG001,2026-03-12,2
ENG002,2026-03-12,5
ENG003,2026-03-12,5
ENG004,2026-03-12,2
FST001,2026-03-12,2
FST002,2026-03-12,6
FST003,2026-03-12,8
FST004,2026-03-12,4
HYD003,2026-03-12,6
HYD004,2026-03-12,3
MNT003,2026-03-12,2
TRN004,2026-03-12,1
BRK001,2026-03-13,7
BRK002,2026-03-13,3
ELE001,2026-03-13,4
ELE004,2026-03-13,1
ENG001,2026-03-13,3
ENG002,2026-03-13,4
ENG003,2026-03-13,4
ENG004,2026-03-13,1
FST001,2026-03-13,5
FST002,2026-03-13,6
FST003,2026-03-13,6
FST004,2026-03-13,2
HYD001,2026-03-13,2
HYD003,2026-03-13,6
MNT001,2026-03-13,3
MNT002,2026-03-13,4
MNT004,2026-03-13,2
TRN002,2026-03-13,2
TRN003,2026-03-13,1
BRK001,2026-03-14,6
BRK002,2026-03-14,5
ELE001,2026-03-14,3
ELE002,2026-03-14,3
ENG001,2026-03-14,3
ENG002,2026-03-14,3
ENG003,2026-03-14,3
ENG004,2026-03-14,1
FST001,2026-03-14,2
FST002,2026-03-14,5
FST003,2026-03-14,7
FST004,2026-03-14,2
HYD003,2026-03-14,6
MNT001,2026-03-14,2
MNT002,2026-03-14,5
MNT003,2026-03-14,4
MNT004,2026-03-14,2
TRN001,2026-03-14,2
BRK001,2026-03-15,6
BRK002,2026-03-15,4
BRK003,2026-03-15,2
ELE002,2026-03-15,3
ENG001,2026-03-15,2
ENG002,2026-03-15,5
ENG003,2026-03-15,5
FST001,2026-03-15,5
FST002,2026-03-15,6
FST003,2026-03-15,6
HYD002,2026-03-15,1
HYD003,2026-03-15,4
HYD004,2026-03-15,3
MNT001,2026-03-15,4
MNT003,2026-03-15,4
TRN003,2026-03-15,3
BRK001,2026-03-16,5
BRK002,2026-03-16,5
ELE002,2026-03-16,4
ELE003,2026-03-16,1
ENG001,2026-03-16,3
ENG002,2026-03-16,5
ENG003,2026-03-16,5
FST001,2026-03-16,4
FST002,2026-03-16,5
FST003,2026-03-16,4
FST004,2026-03-16,4
HYD001,2026-03-16,1
HYD003,2026-03-16,5
HYD004,2026-03-16,3
MNT001,2026-03-16,2
MNT002,2026-03-16,3
MNT003,2026-03-16,2
MNT004,2026-03-16,1
TRN001,2026-03-16,1
TRN002,2026-03-16,2
BRK001,2026-03-17,6
BRK002,2026-03-17,3
BRK003,2026-03-17,1
ELE002,2026-03-17,2
ELE003,2026-03-17,1
ENG001,2026-03-17,4
ENG002,2026-03-17,4
ENG003,2026-03-17,4
FST001,2026-03-17,4
FST002,2026-03-17,5
FST003,2026-03-17,8
FST004,2026-03-17,4
HYD001,2026-03-17,2
HYD003,2026-03-17,3
HYD004,2026-03-17,1
MNT001,2026-03-17,4
MNT002,2026-03-17,3
MNT003,2026-03-17,3
TRN001,2026-03-17,2
TRN003,2026-03-17,2
BRK001,2026-03-18,4
BRK002,2026-03-18,4
ELE002,2026-03-18,3
ELE003,2026-03-18,1
ENG001,2026-03-18,2
ENG002,2026-03-18,6
ENG003,2026-03-18,5
ENG004,2026-03-18,2
FST001,2026-03-18,3
FST002,2026-03-18,4
FST003,2026-03-18,4
FST004,2026-03-18,2
HYD003,2026-03-18,5
HYD004,2026-03-18,2
MNT001,2026-03-18,2
MNT002,2026-03-18,3
MNT003,2026-03-18,4
STR002,2026-03-18,1
TRN003,2026-03-18,3
BRK001,2026-03-19,4
BRK002,2026-03-19,4
BRK003,2026-03-19,2
ELE002,2026-03-19,2
ENG001,2026-03-19,4
ENG002,2026-03-19,4
ENG003,2026-03-19,3
ENG004,2026-03-19,2
FST001,2026-03-19,2
FST002,2026-03-19,4
FST003,2026-03-19,4
FST004,2026-03-19,3
HYD003,2026-03-19,5
HYD004,2026-03-19,2
MNT001,2026-03-19,2
MNT002,2026-03-19,3
MNT003,2026-03-19,2
MNT004,2026-03-19,1
STR002,2026-03-19,1
TRN001,2026-03-19,2
TRN003,2026-03-19,3
BRK001,2026-03-20,7
BRK002,2026-03-20,4
BRK003,2026-03-20,1
ELE001,2026-03-20,3
ENG001,2026-03-20,3
ENG002,2026-03-20,4
ENG003,2026-03-20,3
FST001,2026-03-20,4
FST002,2026-03-20,6
FST003,2026-03-20,7
FST004,2026-03-20,4
HYD001,2026-03-20,2
HYD003,2026-03-20,6
MNT001,2026-03-20,4
MNT002,2026-03-20,4
MNT003,2026-03-20,2
TRN001,2026-03-20,1
BRK001,2026-03-21,7
BRK002,2026-03-21,5
ELE002,2026-03-21,4
ELE003,2026-03-21,1
ENG001,2026-03-21,2
ENG002,2026-03-21,3
ENG003,2026-03-21,4
ENG004,2026-03-21,2
FST001,2026-03-21,3
FST002,2026-03-21,5
FST003,2026-03-21,7
FST004,2026-03-21,2
HYD004,2026-03-21,3
MNT001,2026-03-21,3
MNT002,2026-03-21,3
MNT004,2026-03-21,2
STR002,2026-03-21,1
TRN002,2026-03-21,2
BRK001,2026-03-22,5
BRK002,2026-03-22,4
BRK003,2026-03-22,2
ENG001,2026-03-22,3
ENG002,2026-03-22,4
ENG003,2026-03-22,5
FST001,2026-03-22,2
FST002,2026-03-22,5
FST003,2026-03-22,6
FST004,2026-03-22,4
HYD003,2026-03-22,3
MNT001,2026-03-22,3
MNT002,2026-03-22,3
MNT004,2026-03-22,2
TRN001,2026-03-22,1
BRK001,2026-03-23,6
BRK002,2026-03-23,3
BRK003,2026-03-23,2
ELE001,2026-03-23,3
ELE002,2026-03-23,3
ELE003,2026-03-23,1
ENG001,2026-03-23,4
ENG002,2026-03-23,4
ENG003,2026-03-23,5
FST001,2026-03-23,5
FST002,2026-03-23,6
FST003,2026-03-23,6
FST004,2026-03-23,4
HYD001,2026-03-23,1
HYD003,2026-03-23,5
HYD004,2026-03-23,2
MNT001,2026-03-23,4
MNT002,2026-03-23,5
MNT003,2026-03-23,3
TRN003,2026-03-23,3
BRK001,2026-03-24,6
BRK002,2026-03-24,5
BRK003,2026-03-24,1
ELE001,2026-03-24,2
ELE003,2026-03-24,2
ENG001,2026-03-24,5
ENG002,2026-03-24,6
ENG003,2026-03-24,5
ENG004,2026-03-24,2
FST001,2026-03-24,4
FST002,2026-03-24,4
FST003,2026-03-24,8
FST004,2026-03-24,2
HYD002,2026-03-24,1
HYD003,2026-03-24,5
HYD004,2026-03-24,1
MNT001,2026-03-24,4
MNT003,2026-03-24,2
TRN002,2026-03-24,2
BRK001,2026-03-25,6
BRK002,2026-03-25,4
BRK003,2026-03-25,2
ELE001,2026-03-25,2
ELE004,2026-03-25,1
ENG001,2026-03-25,5
ENG002,2026-03-25,4
ENG003,2026-03-25,5
FST001,2026-03-25,2
FST002,2026-03-25,4
FST003,2026-03-25,8
FST004,2026-03-25,4
HYD001,2026-03-25,1
HYD003,2026-03-25,6
HYD004,2026-03-25,1
MNT001,2026-03-25,3
MNT002,2026-03-25,3
MNT003,2026-03-25,4
MNT004,2026-03-25,1
TRN001,2026-03-25,2
BRK001,2026-03-26,7
BRK002,2026-03-26,3
ELE001,2026-03-26,3
ELE002,2026-03-26,4
ENG001,2026-03-26,3
ENG002,2026-03-26,6
ENG003,2026-03-26,5
FST001,2026-03-26,3
FST002,2026-03-26,4
FST003,2026-03-26,5
FST004,2026-03-26,3
HYD001,2026-03-26,1
HYD002,2026-03-26,2
HYD003,2026-03-26,3
MNT002,2026-03-26,3
MNT003,2026-03-26,3
STR001,2026-03-26,1
BRK001,2026-03-27,6
BRK002,2026-03-27,5
BRK003,2026-03-27,2
ELE001,2026-03-27,3
ELE002,2026-03-27,4
ELE003,2026-03-27,1
ENG001,2026-03-27,2
ENG002,2026-03-27,5
ENG003,2026-03-27,3
FST001,2026-03-27,4
FST002,2026-03-27,4
FST003,2026-03-27,5
FST004,2026-03-27,2
MNT001,2026-03-27,4
MNT002,2026-03-27,5
TRN002,2026-03-27,1
TRN003,2026-03-27,1
BRK001,2026-03-28,6
BRK002,2026-03-28,5
BRK003,2026-03-28,1
ELE001,2026-03-28,2
ELE002,2026-03-28,4
ENG001,2026-03-28,4
ENG002,2026-03-28,5
ENG003,2026-03-28,3
FST001,2026-03-28,5
FST002,2026-03-28,4
FST003,2026-03-28,7
FST004,2026-03-28,2
HYD003,2026-03-28,6
MNT001,2026-03-28,3
MNT002,2026-03-28,4
MNT003,2026-03-28,3
TRN001,2026-03-28,1
TRN004,2026-03-28,1
BRK001,2026-03-29,5
BRK002,2026-03-29,5
ELE001,2026-03-29,3
ELE002,2026-03-29,2
ENG001,2026-03-29,3
ENG002,2026-03-29,5
ENG003,2026-03-29,3
ENG004,2026-03-29,2
FST001,2026-03-29,3
FST002,2026-03-29,6
FST003,2026-03-29,5
FST004,2026-03-29,3
HYD001,2026-03-29,2
HYD003,2026-03-29,3
MNT001,2026-03-29,3
MNT002,2026-03-29,5
MNT004,2026-03-29,1
TRN002,2026-03-29,2
TRN003,2026-03-29,1
BRK001,2026-03-30,6
BRK002,2026-03-30,5
BRK003,2026-03-30,1
ELE001,2026-03-30,3
ELE002,2026-03-30,3
ENG001,2026-03-30,3
ENG002,2026-03-30,6
ENG003,2026-03-30,3
ENG004,2026-03-30,1
FST001,2026-03-30,2
FST002,2026-03-30,5
FST003,2026-03-30,5
FST004,2026-03-30,3
HYD001,2026-03-30,1
MNT001,2026-03-30,3
MNT002,2026-03-30,3
TRN001,2026-03-30,1
TRN002,2026-03-30,1
TRN003,2026-03-30,1
BRK001,2026-03-31,7
BRK002,2026-03-31,4
BRK004,2026-03-31,1
ELE001,2026-03-31,4
ELE002,2026-03-31,3
ENG001,2026-03-31,2
ENG002,2026-03-31,6
ENG003,2026-03-31,5
ENG004,2026-03-31,1
FST001,2026-03-31,2
FST002,2026-03-31,4
FST003,2026-03-31,5
FST004,2026-03-31,2
HYD001,2026-03-31,2
HYD003,2026-03-31,4
MNT001,2026-03-31,4
MNT002,2026-03-31,5
MNT003,2026-03-31,2
BRK001,2026-04-01,5
BRK002,2026-04-01,3
BRK003,2026-04-01,2
ELE001,2026-04-01,3
ELE002,2026-04-01,4
ELE003,2026-04-01,2
ENG001,2026-04-01,5
ENG002,2026-04-01,3
ENG003,2026-04-01,3
ENG004,2026-04-01,2
FST001,2026-04-01,5
FST002,2026-04-01,4
FST003,2026-04-01,8
FST004,2026-04-01,4
HYD003,2026-04-01,6
MNT001,2026-04-01,2
MNT002,2026-04-01,3
MNT003,2026-04-01,4
MNT004,2026-04-01,1
TRN001,2026-04-01,1
BRK001,2026-04-02,4
BRK002,2026-04-02,4
ELE001,2026-04-02,4
ELE002,2026-04-02,3
ELE003,2026-04-02,1
ENG001,2026-04-02,2
ENG002,2026-04-02,3
ENG003,2026-04-02,3
FST001,2026-04-02,4
FST002,2026-04-02,6
FST003,2026-04-02,6
FST004,2026-04-02,3
HYD001,2026-04-02,2
HYD003,2026-04-02,6
MNT001,2026-04-02,4
MNT003,2026-04-02,2
TRN001,2026-04-02,1
BRK001,2026-04-03,6
BRK002,2026-04-03,3
ELE001,2026-04-03,3
ENG001,2026-04-03,4
ENG002,2026-04-03,4
ENG003,2026-04-03,5
ENG004,2026-04-03,2
FST001,2026-04-03,4
FST002,2026-04-03,5
FST003,2026-04-03,6
FST004,2026-04-03,4
HYD002,2026-04-03,2
HYD003,2026-04-03,6
MNT002,2026-04-03,4
BRK001,2026-04-04,6
BRK002,2026-04-04,5
ELE001,2026-04-04,2
ELE002,2026-04-04,2
ENG001,2026-04-04,3
ENG002,2026-04-04,5
ENG003,2026-04-04,5
FST001,2026-04-04,3
FST002,2026-04-04,4
FST003,2026-04-04,4
FST004,2026-04-04,4
HYD001,2026-04-04,2
HYD003,2026-04-04,4
MNT002,2026-04-04,4
MNT003,2026-04-04,2
TRN002,2026-04-04,2
TRN003,2026-04-04,1
BRK001,2026-04-05,5
BRK002,2026-04-05,5
BRK003,2026-04-05,2
ELE001,2026-04-05,3
ELE002,2026-04-05,2
ELE003,2026-04-05,1
ENG001,2026-04-05,4
ENG002,2026-04-05,3
ENG003,2026-04-05,4
ENG004,2026-04-05,2
FST001,2026-04-05,5
FST002,2026-04-05,5
FST003,2026-04-05,5
FST004,2026-04-05,3
HYD003,2026-04-05,6
HYD004,2026-04-05,1
MNT001,2026-04-05,3
MNT003,2026-04-05,3
TRN001,2026-04-05,1
BRK001,2026-04-06,4
BRK002,2026-04-06,3
ELE001,2026-04-06,4
ELE002,2026-04-06,4
ELE003,2026-04-06,2
ENG001,2026-04-06,4
ENG002,2026-04-06,5
ENG003,2026-04-06,3
FST001,2026-04-06,4
FST002,2026-04-06,5
FST003,2026-04-06,5
FST004,2026-04-06,3
HYD003,2026-04-06,5
HYD004,2026-04-06,3
MNT001,2026-04-06,3
MNT002,2026-04-06,5
MNT003,2026-04-06,3
BRK001,2026-04-07,7
BRK002,2026-04-07,4
BRK003,2026-04-07,1
ELE001,2026-04-07,2
ELE002,2026-04-07,4
ENG001,2026-04-07,4
ENG002,2026-04-07,5
ENG003,2026-04-07,5
ENG004,2026-04-07,2
FST001,2026-04-07,5
FST002,2026-04-07,4
FST003,2026-04-07,6
FST004,2026-04-07,4
HYD001,2026-04-07,1
HYD002,2026-04-07,2
HYD003,2026-04-07,5
HYD004,2026-04-07,1
MNT001,2026-04-07,2
MNT002,2026-04-07,5
MNT003,2026-04-07,2
TRN003,2026-04-07,2
BRK001,2026-04-08,6
BRK002,2026-04-08,4
BRK003,2026-04-08,2
ELE001,2026-04-08,2
ELE002,2026-04-08,4
ENG001,2026-04-08,5
ENG002,2026-04-08,5
ENG003,2026-04-08,3
ENG004,2026-04-08,1
FST001,2026-04-08,4
FST002,2026-04-08,5
FST003,2026-04-08,6
FST004,2026-04-08,3
HYD002,2026-04-08,2
HYD003,2026-04-08,4
MNT001,2026-04-08,2
TRN003,2026-04-08,1
BRK001,2026-04-09,7
BRK002,2026-04-09,3
BRK003,2026-04-09,1
ELE001,2026-04-09,2
ELE002,2026-04-09,3
ELE003,2026-04-09,2
ENG001,2026-04-09,4
ENG002,2026-04-09,6
ENG003,2026-04-09,4
ENG004,2026-04-09,1
FST001,2026-04-09,4
FST002,2026-04-09,4
FST003,2026-04-09,5
FST004,2026-04-09,4
HYD002,2026-04-09,1
HYD003,2026-04-09,5
MNT001,2026-04-09,3
MNT002,2026-04-09,5
MNT003,2026-04-09,2
TRN003,2026-04-09,1
TRN004,2026-04-09,1
BRK001,2026-04-10,4
BRK002,2026-04-10,3
BRK003,2026-04-10,1
ELE001,2026-04-10,2
ENG001,2026-04-10,4
ENG002,2026-04-10,6
ENG003,2026-04-10,5
FST001,2026-04-10,2
FST002,2026-04-10,6
FST003,2026-04-10,6
FST004,2026-04-10,3
HYD001,2026-04-10,1
HYD003,2026-04-10,3
HYD004,2026-04-10,1
MNT001,2026-04-10,4
MNT002,2026-04-10,5
MNT003,2026-04-10,3
TRN001,2026-04-10,2
BRK001,2026-04-11,4
BRK002,2026-04-11,4
BRK003,2026-04-11,1
ELE001,2026-04-11,2
ELE002,2026-04-11,3
ENG001,2026-04-11,2
ENG002,2026-04-11,3
ENG003,2026-04-11,4
ENG004,2026-04-11,1
FST001,2026-04-11,4
FST002,2026-04-11,6
FST003,2026-04-11,6
FST004,2026-04-11,4
HYD003,2026-04-11,4
MNT002,2026-04-11,5
MNT003,2026-04-11,3
TRN001,2026-04-11,2
BRK001,2026-04-12,7
BRK002,2026-04-12,3
ELE001,2026-04-12,4
ELE002,2026-04-12,2
ENG001,2026-04-12,3
ENG002,2026-04-12,4
ENG003,2026-04-12,5
FST001,2026-04-12,5
FST002,2026-04-12,6
FST003,2026-04-12,6
FST004,2026-04-12,4
HYD002,2026-04-12,2
HYD003,2026-04-12,5
HYD004,2026-04-12,3
MNT001,2026-04-12,2
MNT002,2026-04-12,4
MNT003,2026-04-12,3
STR002,2026-04-12,1
TRN001,2026-04-12,1
TRN003,2026-04-12,2
BRK001,2026-04-13,4
BRK002,2026-04-13,3
ELE001,2026-04-13,4
ELE002,2026-04-13,4
ENG001,2026-04-13,4
ENG002,2026-04-13,4
ENG003,2026-04-13,5
FST001,2026-04-13,2
FST002,2026-04-13,4
FST003,2026-04-13,5
FST004,2026-04-13,2
HYD002,2026-04-13,1
HYD003,2026-04-13,4
MNT001,2026-04-13,2
MNT002,2026-04-13,3
MNT003,2026-04-13,4
TRN003,2026-04-13,2
BRK001,2026-04-14,4
BRK002,2026-04-14,4
BRK003,2026-04-14,1
ELE001,2026-04-14,3
ENG001,2026-04-14,4
ENG002,2026-04-14,4
FST001,2026-04-14,3
FST003,2026-04-14,7
FST004,2026-04-14,4
HYD002,2026-04-14,2
HYD004,2026-04-14,2
MNT001,2026-04-14,3
MNT002,2026-04-14,4
MNT003,2026-04-14,2
MNT004,2026-04-14,1
TRN002,2026-04-14,1
BRK001,2026-04-15,4
BRK002,2026-04-15,3
ELE001,2026-04-15,4
ENG001,2026-04-15,5
ENG002,2026-04-15,5
ENG003,2026-04-15,5
ENG004,2026-04-15,1
FST001,2026-04-15,2
FST002,2026-04-15,6
FST003,2026-04-15,5
FST004,2026-04-15,2
HYD001,2026-04-15,1
HYD002,2026-04-15,2
HYD003,2026-04-15,5
HYD004,2026-04-15,2
MNT001,2026-04-15,3
MNT002,2026-04-15,3
MNT003,2026-04-15,2
TRN001,2026-04-15,1
TRN003,2026-04-15,2
BRK001,2026-04-16,4
BRK002,2026-04-16,4
BRK003,2026-04-16,2
ELE002,2026-04-16,2
ENG001,2026-04-16,2
ENG003,2026-04-16,3
FST001,2026-04-16,3
FST002,2026-04-16,4
FST003,2026-04-16,6
FST004,2026-04-16,4
HYD003,2026-04-16,6
HYD004,2026-04-16,1
MNT002,2026-04-16,4
TRN003,2026-04-16,2
BRK001,2026-04-17,4
BRK002,2026-04-17,5
BRK003,2026-04-17,2
BRK004,2026-04-17,1
ELE002,2026-04-17,4
ENG001,2026-04-17,4
ENG002,2026-04-17,5
ENG003,2026-04-17,4
ENG004,2026-04-17,2
FST001,2026-04-17,3
FST002,2026-04-17,6
FST003,2026-04-17,6
FST004,2026-04-17,2
HYD003,2026-04-17,3
HYD004,2026-04-17,1
MNT001,2026-04-17,3
MNT002,2026-04-17,5
MNT003,2026-04-17,4
TRN001,2026-04-17,2
TRN003,2026-04-17,2
BRK001,2026-04-18,5
BRK002,2026-04-18,5
BRK003,2026-04-18,1
ELE001,2026-04-18,4
ELE002,2026-04-18,4
ENG001,2026-04-18,3
ENG002,2026-04-18,5
ENG003,2026-04-18,3
FST001,2026-04-18,3
FST002,2026-04-18,6
FST003,2026-04-18,8
FST004,2026-04-18,3
HYD003,2026-04-18,5
HYD004,2026-04-18,2
MNT001,2026-04-18,2
MNT002,2026-04-18,3
MNT003,2026-04-18,4
BRK001,2026-04-19,5
BRK002,2026-04-19,4
ELE002,2026-04-19,2
ENG001,2026-04-19,3
ENG002,2026-04-19,5
ENG003,2026-04-19,5
ENG004,2026-04-19,2
FST001,2026-04-19,2
FST002,2026-04-19,4
FST003,2026-04-19,8
FST004,2026-04-19,4
HYD003,2026-04-19,6
HYD004,2026-04-19,2
MNT002,2026-04-19,5
BRK001,2026-04-20,7
BRK002,2026-04-20,5
ELE001,2026-04-20,4
ELE002,2026-04-20,3
ELE003,2026-04-20,2
ENG001,2026-04-20,3
ENG002,2026-04-20,4
ENG003,2026-04-20,4
FST001,2026-04-20,4
FST002,2026-04-20,4
FST003,2026-04-20,4
FST004,2026-04-20,2
HYD001,2026-04-20,1
HYD003,2026-04-20,6
HYD004,2026-04-20,1
MNT001,2026-04-20,3
MNT003,2026-04-20,2
MNT004,2026-04-20,2
TRN002,2026-04-20,1
TRN003,2026-04-20,3
BRK001,2026-04-21,4
BRK002,2026-04-21,3
ELE002,2026-04-21,4
ELE003,2026-04-21,2
ELE004,2026-04-21,1
ENG001,2026-04-21,3
ENG002,2026-04-21,4
ENG003,2026-04-21,5
ENG004,2026-04-21,2
FST001,2026-04-21,4
FST002,2026-04-21,5
FST003,2026-04-21,7
FST004,2026-04-21,2
HYD003,2026-04-21,6
HYD004,2026-04-21,2
MNT001,2026-04-21,3
MNT002,2026-04-21,3
MNT003,2026-04-21,2
MNT004,2026-04-21,2
TRN003,2026-04-21,2
BRK001,2026-04-22,6
BRK002,2026-04-22,5
BRK003,2026-04-22,2
ENG001,2026-04-22,3
ENG002,2026-04-22,6
ENG003,2026-04-22,5
ENG004,2026-04-22,2
FST001,2026-04-22,4
FST002,2026-04-22,4
FST003,2026-04-22,5
FST004,2026-04-22,3
HYD002,2026-04-22,1
MNT002,2026-04-22,4
MNT003,2026-04-22,3
TRN001,2026-04-22,2
BRK001,2026-04-23,6
BRK002,2026-04-23,3
ELE001,2026-04-23,4
ELE002,2026-04-23,2
ELE003,2026-04-23,1
ENG001,2026-04-23,5
ENG002,2026-04-23,6
ENG003,2026-04-23,4
ENG004,2026-04-23,2
FST001,2026-04-23,3
FST002,2026-04-23,6
FST003,2026-04-23,8
FST004,2026-04-23,4
HYD001,2026-04-23,2
HYD003,2026-04-23,4
HYD004,2026-04-23,1
MNT001,2026-04-23,3
MNT003,2026-04-23,3
STR002,2026-04-23,1
TRN001,2026-04-23,2
TRN003,2026-04-23,2
BRK001,2026-04-24,7
BRK002,2026-04-24,4
BRK003,2026-04-24,1
ELE002,2026-04-24,2
ELE003,2026-04-24,2
ELE004,2026-04-24,1
ENG001,2026-04-24,3
ENG002,2026-04-24,5
ENG003,2026-04-24,5
FST001,2026-04-24,5
FST002,2026-04-24,4
FST003,2026-04-24,6
FST004,2026-04-24,2
HYD001,2026-04-24,2
HYD002,2026-04-24,2
HYD003,2026-04-24,5
MNT001,2026-04-24,2
MNT002,2026-04-24,3
